

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
212.642  000.161  000.161: require('nvim-tree.actions.root.change-dir')
212.762  000.103  000.103: require('nvim-tree.actions.reloaders.reloaders')
212.867  000.096  000.096: require('nvim-tree.actions.finders.find-file')
212.873  011.746  000.250: require('nvim-tree.lib')
212.983  000.104  000.104: require('nvim-tree.colors')
213.116  000.122  000.122: require('nvim-tree.legacy')
213.246  000.121  000.121: require('nvim-tree.actions.fs.copy-paste')
213.456  000.097  000.097: require('nvim-tree.actions.tree-modifiers.expand-all')
213.555  000.092  000.092: require('nvim-tree.actions.tree-modifiers.toggles')
213.672  000.101  000.101: require('nvim-tree.actions.fs.create-file')
213.773  000.093  000.093: require('nvim-tree.actions.fs.rename-file')
213.907  000.126  000.126: require('nvim-tree.actions.fs.trash')
214.014  000.099  000.099: require('nvim-tree.actions.fs.remove-file')
214.112  000.088  000.088: require('nvim-tree.actions.moves.parent')
214.206  000.087  000.087: require('nvim-tree.actions.moves.sibling')
214.300  000.085  000.085: require('nvim-tree.actions.moves.item')
214.412  000.094  000.094: require('nvim-tree.actions.finders.search-node')
214.504  000.085  000.085: require('nvim-tree.actions.node.run-command')
214.622  000.112  000.112: require('nvim-tree.actions.node.file-popup')
214.737  000.107  000.107: require('nvim-tree.actions.node.system-open')
214.844  000.096  000.096: require('nvim-tree.marks.bulk-move')
214.851  001.594  000.232: require('nvim-tree.actions.dispatch')
214.882  014.029  000.343: require('nvim-tree')
214.968  000.079  000.079: require('nvim-tree.config')
219.764  000.172  000.172: require('nvim-tree.actions')
219.902  000.121  000.121: require('nvim-tree.actions.node.open-file')
222.461  000.099  000.099: require('nvim-tree.marks.navigation')
222.473  000.311  000.212: require('nvim-tree.api')
222.495  000.457  000.146: require('nvim-tree.keymap')
223.418  000.406  000.406: require('nvim-web-devicons')
227.476  026.793  011.530: require('plugins.nvim-tree')
227.939  000.078  000.078: require('cmp.utils.debug')
228.150  000.119  000.119: require('cmp.utils.char')
228.164  000.216  000.097: require('cmp.utils.str')
228.297  000.080  000.080: require('cmp.utils.pattern')
228.572  000.086  000.086: require('cmp.utils.misc')
228.682  000.082  000.082: require('cmp.utils.buffer')
228.779  000.089  000.089: require('cmp.utils.api')
228.789  000.402  000.144: require('cmp.utils.keymap')
228.798  000.494  000.092: require('cmp.utils.feedkeys')
228.897  000.094  000.094: require('cmp.utils.async')
229.171  000.079  000.079: require('cmp.types.cmp')
229.374  000.195  000.195: require('cmp.types.lsp')
229.462  000.078  000.078: require('cmp.types.vim')
229.467  000.479  000.127: require('cmp.types')
229.547  000.075  000.075: require('cmp.utils.cache')
229.556  000.650  000.096: require('cmp.context')
229.836  000.091  000.091: require('cmp.config.mapping')
230.025  000.092  000.092: require('cmp.config.compare')
230.032  000.184  000.093: require('cmp.config.default')
230.055  000.397  000.121: require('cmp.config')
230.253  000.079  000.079: require('cmp.matcher')
230.263  000.203  000.124: require('cmp.entry')
230.279  000.718  000.118: require('cmp.source')
230.445  000.073  000.073: require('cmp.utils.event')
230.637  000.098  000.098: require('cmp.utils.window')
230.645  000.192  000.095: require('cmp.view.docs_view')
230.844  000.083  000.083: require('cmp.utils.autocmd')
230.864  000.214  000.132: require('cmp.view.custom_entries_view')
230.984  000.114  000.114: require('cmp.view.wildmenu_entries_view')
231.090  000.100  000.100: require('cmp.view.native_entries_view')
231.186  000.089  000.089: require('cmp.view.ghost_text_view')
231.201  000.917  000.134: require('cmp.view')
231.306  003.572  000.324: require('cmp.core')
231.568  000.085  000.085: require('cmp.config.sources')
231.651  000.073  000.073: require('cmp.config.window')
231.779  004.160  000.430: require('cmp')
232.189  000.115  000.115: require('symbols-outline.config')
232.195  000.202  000.087: require('symbols-outline.symbols')
232.290  000.090  000.090: require('symbols-outline.ui')
232.378  000.081  000.081: require('symbols-outline.utils.table')
232.464  000.079  000.079: require('symbols-outline.folding')
232.471  000.568  000.117: require('symbols-outline.parser')
232.587  000.111  000.111: require('symbols-outline.providers.init')
232.691  000.095  000.095: require('symbols-outline.writer')
232.784  000.085  000.085: require('symbols-outline.utils.init')
232.873  000.083  000.083: require('symbols-outline.view')
232.888  001.101  000.158: require('symbols-outline')
233.188  000.115  000.115: require('symbols-outline.preview')
233.304  000.102  000.102: require('lspkind')
235.323  007.835  002.357: require('plugins.cmp')
235.860  000.082  000.082: require('luasnip.session')
236.041  000.150  000.150: require('luasnip.util.util')
236.136  000.087  000.087: require('luasnip.util.types')
236.327  000.088  000.088: require('luasnip.util.ext_opts')
236.339  000.196  000.107: require('luasnip.nodes.util')
236.429  000.083  000.083: require('luasnip.util.events')
236.447  000.763  000.166: require('luasnip.nodes.node')
236.688  000.091  000.091: require('luasnip.util.extend_decorator')
236.702  000.250  000.159: require('luasnip.nodes.insertNode')
236.820  000.112  000.112: require('luasnip.nodes.textNode')
236.931  000.100  000.100: require('luasnip.util.mark')
237.726  000.693  000.693: require('luasnip.util._builtin_vars')
237.966  001.028  000.335: require('luasnip.util.environ')
238.085  000.109  000.109: require('luasnip.util.pattern_tokenizer')
238.174  000.082  000.082: require('luasnip.util.dict')
238.290  000.109  000.109: require('luasnip.session.snippet_collection')
238.453  002.910  000.358: require('luasnip.nodes.snippet')
238.661  000.089  000.089: require('luasnip.loaders._caches')
238.793  000.124  000.124: require('luasnip.util.path')
238.843  000.376  000.163: require('luasnip.loaders')
239.011  000.136  000.136: require('luasnip.nodes.functionNode')
239.175  000.155  000.155: require('luasnip.nodes.choiceNode')
239.350  000.168  000.168: require('luasnip.nodes.dynamicNode')
239.531  000.172  000.172: require('luasnip.nodes.restoreNode')
239.907  000.105  000.105: require('luasnip.util.parser.neovim_ast')
244.383  000.114  000.114: require('luasnip.util.directed_graph')
244.400  004.709  004.490: require('luasnip.util.parser.ast_utils')
244.621  000.093  000.093: require('luasnip.util.functions')
244.637  000.231  000.137: require('luasnip.util.parser.ast_parser')
244.838  000.195  000.195: require('luasnip.util.parser.neovim_parser')
244.947  000.100  000.100: require('luasnip.util.str')
244.961  005.375  000.140: require('luasnip.util.parser')
245.191  000.097  000.097: require('luasnip.extras.filetype_functions')
245.337  000.108  000.108: require('luasnip.extras')
245.452  000.104  000.104: require('luasnip.extras.fmt')
245.731  000.094  000.094: require('luasnip.extras.conditions')
245.825  000.086  000.086: require('luasnip.extras.conditions.show')
245.929  000.376  000.196: require('luasnip.extras.conditions.expand')
245.935  000.474  000.099: require('luasnip.extras.expand_conditions')
246.052  000.098  000.098: require('luasnip.nodes.absolute_indexer')
246.525  001.558  000.677: require('luasnip.config')
246.535  011.119  000.268: require('luasnip')
246.762  000.107  000.107: require('luasnip.loaders.util')
246.773  000.231  000.123: require('luasnip.loaders.from_lua')
257.015  021.680  010.330: require('plugins.luasnip')
257.416  000.148  000.148: require('colorizer/nvim')
257.761  000.336  000.336: require('colorizer/trie')
258.150  001.021  000.537: require('colorizer')
260.157  003.125  002.104: require('plugins.colorizer')
260.544  000.092  000.092: require('prettier.utils')
260.576  000.230  000.138: require('prettier.options')
261.266  000.252  000.252: require('null-ls.methods')
261.294  000.403  000.150: require('null-ls.utils')
261.696  000.393  000.393: require('vim.diagnostic')
261.719  000.934  000.138: require('null-ls.config')
261.911  000.085  000.085: require('null-ls.helpers.cache')
262.031  000.112  000.112: require('null-ls.helpers.diagnostics')
262.128  000.090  000.090: require('null-ls.helpers.formatter_factory')
262.354  000.097  000.097: require('null-ls.logger')
262.458  000.097  000.097: require('null-ls.state')
262.466  000.330  000.136: require('null-ls.helpers.generator_factory')
262.706  000.104  000.104: require('null-ls.helpers.command_resolver')
262.714  000.243  000.139: require('null-ls.helpers.make_builtin')
262.813  000.094  000.094: require('null-ls.helpers.range_formatting_args_factory')
262.818  001.093  000.140: require('null-ls.helpers')
263.054  000.110  000.110: require('null-ls.diagnostics')
263.072  000.249  000.140: require('null-ls.sources')
263.174  000.094  000.094: require('null-ls.builtins')
263.181  002.488  000.118: require('null-ls')
263.272  000.087  000.087: require('prettier.cli')
263.281  002.698  000.124: require('prettier.null-ls')
263.286  003.026  000.099: require('prettier')
263.480  003.310  000.284: require('plugins.prettier')
263.638  000.085  000.085: require('git')
263.731  000.085  000.085: require('git.config')
263.919  000.429  000.259: require('plugins.git')
264.223  000.091  000.091: require('gitsigns.async')
264.319  000.087  000.087: require('gitsigns.status')
264.570  000.102  000.102: require('gitsigns.debug')
264.680  000.103  000.103: require('gitsigns.util')
264.875  000.095  000.095: require('gitsigns.uv')
264.886  000.199  000.104: require('gitsigns.subprocess')
265.320  000.084  000.084: require('gitsigns.message')
265.350  000.271  000.187: require('gitsigns.config')
265.443  000.085  000.085: require('gitsigns.signs.base')
265.449  000.455  000.100: require('gitsigns.signs')
265.459  000.567  000.111: require('gitsigns.hunks')
265.475  001.150  000.180: require('gitsigns.git')
265.690  000.086  000.086: require('gitsigns.cache')
265.787  000.089  000.089: require('gitsigns.debounce')
265.902  000.104  000.104: require('gitsigns.diff')
265.927  000.446  000.166: require('gitsigns.manager')
266.057  000.123  000.123: require('gitsigns.highlight')
266.078  002.084  000.186: require('gitsigns')
267.416  000.116  000.116: require('gitsigns.signs.vimfn')
270.766  006.839  004.640: require('plugins.gitsigns')
271.212  000.113  000.113: require('neoscroll.config')
271.350  000.129  000.129: require('neoscroll.utils')
271.498  000.557  000.315: require('neoscroll')
272.077  001.288  000.731: require('plugins.neoscroll')
272.512  000.099  000.099: require('cmp_nvim_lsp.source')
272.524  000.218  000.119: require('cmp_nvim_lsp')
272.652  000.104  000.104: require('lspconfig')
272.803  000.103  000.103: require('lspconfig.server_configurations.pylsp')
273.275  000.126  000.126: require('mason-lspconfig.server_configurations.pylsp')
273.745  000.122  000.122: require('lspconfig.server_configurations.clangd')
276.108  000.139  000.139: require('lspconfig.server_configurations.sumneko_lua')
277.675  005.589  004.776: require('plugins.lsp')
278.035  000.091  000.091: require('nvim-autopairs._log')
278.171  000.127  000.127: require('nvim-autopairs.utils')
278.497  000.113  000.113: require('nvim-autopairs.conds')
278.513  000.231  000.118: require('nvim-autopairs.rule')
278.519  000.341  000.110: require('nvim-autopairs.rules.basic')
278.538  000.753  000.195: require('nvim-autopairs')
278.799  000.124  000.124: require('nvim-autopairs.fastwrap')
279.611  000.113  000.113: require('nvim-autopairs.ts-conds')
279.620  000.228  000.115: require('nvim-autopairs.rules.ts_basic')
279.826  000.200  000.200: require('vim.treesitter.highlighter')
280.905  000.097  000.097: require('nvim-autopairs.completion.handlers')
280.922  000.233  000.136: require('nvim-autopairs.completion.cmp')
280.942  003.254  001.715: require('plugins.autopairs')
281.197  000.170  000.170: require('null-ls.builtins.formatting.prettierd')
281.340  000.130  000.130: require('null-ls.builtins.formatting.stylua')
281.464  000.114  000.114: require('null-ls.builtins.formatting.shfmt')
282.162  000.143  000.143: require('null-ls.client')
282.214  001.266  000.709: require('plugins.null-ls')
282.292  000.070  000.070: require('plugins.web-devicons')
282.802  000.092  000.092: require('zen-mode.util')
282.855  000.247  000.155: require('zen-mode.config')
282.966  000.103  000.103: require('zen-mode.plugins')
282.979  000.533  000.183: require('zen-mode.view')
282.986  000.621  000.088: require('zen-mode')
283.173  000.874  000.253: require('plugins.zen-mode')
287.151  000.128  000.128: require('doom-one.utils')
287.264  000.102  000.102: require('doom-one.colors')
287.331  000.627  000.397: require('doom-one')
290.322  004.621  003.994: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/doom-one.nvim/colors/doom-one.lua
294.425  000.274  000.274: sourcing /tmp/.mount_nvimR2tzXM/usr/share/nvim/runtime/syntax/synload.vim
294.816  000.057  000.057: sourcing /home/srdusr/.local/share/nvim/site/pack/packer/start/filetype.nvim/filetype.vim
295.907  000.097  000.097: sourcing /tmp/.mount_nvimR2tzXM/usr/share/nvim/runtime/filetype.lua
297.029  000.941  000.941: sourcing /tmp/.mount_nvimR2tzXM/usr/share/nvim/runtime/filetype.vim
297.815  000.142  000.142: require('filetype')
297.879  005.229  003.717: sourcing /tmp/.mount_nvimR2tzXM/usr/share/nvim/runtime/syntax/syntax.vim
298.259  000.120  000.120: require('notify.stages.fade_in_slide_out')
298.326  015.143  005.173: require('plugins.colorscheme')
298.691  000.110  000.110: require('heirline.conditions')
298.831  000.132  000.132: require('heirline.utils')
299.166  000.096  000.096: require('heirline.highlights')
299.179  000.215  000.118: require('heirline.statusline')
299.187  000.326  000.112: require('heirline')
